id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date,Profit percent,Discount percent
4211,Philadelphia,0.2,57.576,3,East,kariox,Corporate,watch,Standard Class,6237,21.591,01-02-2020,19120,Pennsylvania,01-02-2020,37.5,0.347366958
4212,Los Angeles,0,10.65,3,West,kariox,Consumer,lighting,Standard Class,5407,5.0055,01-02-2020,90045,California,01-02-2020,47,0
4213,Los Angeles,0.2,18.56,4,West,kariox,Corporate,headset,Second Class,2990,6.496,01-02-2020,90032,California,01-02-2020,35,1.077586207
4214,Los Angeles,0,36.24,1,West,fynota,Consumer,chocolates,Standard Class,5406,15.2208,01-02-2020,90045,California,01-02-2020,42,0
4215,Milwaukee,0,490.32,9,Central,kariox,Home Office,battery,Standard Class,2345,137.2896,01-02-2020,53209,Wisconsin,01-02-2020,28,0
4216,Tampa,0.2,432.456,3,South,kariox,Home Office,laptop,Standard Class,8279,32.4342,01-02-2020,33614,Florida,01-02-2020,7.5,0.04624748
4217,Tampa,0.7,34.86,2,South,kariox,Home Office,headset,Standard Class,8278,-26.726,01-02-2020,33614,Florida,01-02-2020,-76.66666667,2.008032129
4218,Tampa,0.7,3.762,3,South,kariox,Home Office,headset,Standard Class,8277,-2.7588,01-02-2020,33614,Florida,01-02-2020,-73.33333333,18.60712387
4219,Oceanside,0,39.98,2,East,fynota,Corporate,colddrinks,Standard Class,5308,1.999,01-02-2020,11572,New York,01-02-2020,5,0
4220,Oceanside,0,296.37,3,East,kariox,Corporate,laptop,Standard Class,5307,80.0199,01-02-2020,11572,New York,01-02-2020,27,0
4221,Oceanside,0,68.95,5,East,qexty,Corporate,shorts,Standard Class,5306,28.959,01-02-2020,11572,New York,01-02-2020,42,0
4222,Los Angeles,0.2,31.248,7,West,kariox,Corporate,headset,Second Class,2992,10.9368,01-02-2020,90032,California,01-02-2020,35,0.640040963
4223,Los Angeles,0.2,445.96,5,West,fynota,Consumer,colddrinks,Standard Class,5405,55.745,01-02-2020,90045,California,01-02-2020,12.5,0.044847071
4224,Clinton,0.3,550.431,3,East,qexty,Consumer,hoodies,First Class,7813,-47.1798,01-02-2020,20735,Maryland,01-02-2020,-8.571428571,0.054502744
4225,Long Beach,0,25.71,3,East,kariox,Corporate,charger,Second Class,4778,6.6846,01-02-2020,11561,New York,01-02-2020,26,0
4226,Clinton,0,4.77,1,East,kariox,Consumer,phone,First Class,7811,2.1465,01-02-2020,20735,Maryland,01-02-2020,45,0
4227,Smyrna,0,167.96,2,South,kariox,Home Office,watch,Same Day,1388,78.9412,01-02-2020,30080,Georgia,01-02-2020,47,0
4228,Smyrna,0,239.98,2,South,qexty,Home Office,pants,Same Day,1387,52.7956,01-02-2020,30080,Georgia,01-02-2020,22,0
4229,Smyrna,0,18.84,3,South,qexty,Home Office,shorts,Same Day,1386,7.1592,01-02-2020,30080,Georgia,01-02-2020,38,0
4230,Smyrna,0,9.45,5,South,kariox,Home Office,lighting,Same Day,1385,0.189,01-02-2020,30080,Georgia,01-02-2020,2,0
4231,Smyrna,0,348.84,9,South,kariox,Home Office,phone,Same Day,1384,170.9316,01-02-2020,30080,Georgia,01-02-2020,49,0
4232,Smyrna,0,80.98,1,South,kariox,Home Office,laptop,Same Day,1383,1.6196,01-02-2020,30080,Georgia,01-02-2020,2,0
4233,Los Angeles,0,93.02,2,West,kariox,Corporate,laptop,Standard Class,9521,3.7208,01-02-2020,90049,California,01-02-2020,4,0
4234,Rockville,0,90.48,2,East,fynota,Consumer,colddrinks,Standard Class,9068,23.5248,01-02-2020,20852,Maryland,01-02-2020,26,0
4235,Sierra Vista,0.2,14.368,2,West,qexty,Consumer,shorts,Standard Class,6043,3.9512,01-02-2020,85635,Arizona,01-02-2020,27.5,1.391982183
4236,Richmond,0,866.4,4,South,qexty,Consumer,tshirts,Standard Class,5754,225.264,01-02-2020,40475,Kentucky,01-02-2020,26,0
4237,Houston,0.6,73.784,2,Central,qexty,Corporate,shorts,Standard Class,8513,-77.4732,01-02-2020,77041,Texas,01-02-2020,-105,0.81318443
4238,Arlington,0,18.69,7,South,qexty,Consumer,shorts,Second Class,8491,7.1022,01-02-2020,22204,Virginia,01-02-2020,38,0
4239,Arlington,0,36.4,8,South,kariox,Consumer,headset,Second Class,8490,18.2,01-02-2020,22204,Virginia,01-02-2020,50,0
4240,Arlington,0,8749.95,5,South,fynota,Consumer,sweets,Second Class,8489,2799.984,01-02-2020,22204,Virginia,01-02-2020,32,0
4241,New York City,0,117.96,2,East,kariox,Consumer,laptop,Standard Class,5614,5.898,01-02-2020,10011,New York,01-02-2020,5,0
4242,Los Angeles,0,105.52,4,West,kariox,Corporate,phone,Standard Class,8404,48.5392,01-02-2020,90036,California,01-02-2020,46,0
4243,Clinton,0,7.98,3,East,kariox,Consumer,television,First Class,7812,2.0748,01-02-2020,20735,Maryland,01-02-2020,26,0
4244,Smyrna,0,104.85,3,South,fynota,Home Office,colddrinks,Same Day,1389,28.3095,01-02-2020,30080,Georgia,01-02-2020,27,0
4245,Smyrna,0,484.83,3,South,fynota,Home Office,colddrinks,Same Day,1390,126.0558,01-02-2020,30080,Georgia,01-02-2020,26,0
4246,Arlington,0,56.45,5,South,kariox,Corporate,laptop,First Class,3242,14.677,01-02-2020,22204,Virginia,01-02-2020,26,0
4247,Smyrna,0,154.44,3,South,kariox,Home Office,laptop,Same Day,1392,1.5444,01-02-2020,30080,Georgia,01-02-2020,1,0
4248,Los Angeles,0,146.82,3,West,kariox,Home Office,phone,Standard Class,721,73.41,01-02-2020,90045,California,01-02-2020,50,0
4249,Atlanta,0,15.92,4,South,kariox,Consumer,headset,First Class,7195,7.4824,01-02-2020,30318,Georgia,01-02-2020,47,0
4250,Atlanta,0,1350.12,6,South,kariox,Consumer,laptop,First Class,7194,175.5156,01-02-2020,30318,Georgia,01-02-2020,13,0
4251,Tulsa,0,69.93,7,Central,fynota,Corporate,colddrinks,First Class,1809,0.6993,01-02-2020,74133,Oklahoma,01-02-2020,1,0
4252,San Francisco,0,31.86,2,West,fynota,Corporate,chocolates,Standard Class,8843,11.151,01-02-2020,94110,California,01-02-2020,35,0
4253,Smyrna,0,122.97,3,South,kariox,Home Office,phone,Same Day,1391,60.2553,01-02-2020,30080,Georgia,01-02-2020,49,0
4254,Houston,0.3,241.5,4,Central,qexty,Corporate,tshirts,Standard Class,8383,0,01-02-2020,77036,Texas,01-02-2020,0,0.124223602
4255,Raleigh,0.2,1127.976,3,South,fynota,Home Office,colddrinks,Second Class,1828,126.8973,01-02-2020,27604,North Carolina,01-02-2020,11.25,0.017730874
4256,Los Angeles,0.2,623.96,5,West,fynota,Corporate,colddrinks,Second Class,9115,38.9975,01-02-2020,90049,California,01-02-2020,6.25,0.032053337
4257,San Francisco,0,89.97,3,West,fynota,Corporate,chocolates,Standard Class,8842,39.5868,01-02-2020,94110,California,01-02-2020,44,0
4258,Springfield,0,7.83,3,South,kariox,Consumer,tablet,Same Day,1730,3.6018,01-02-2020,22153,Virginia,01-02-2020,46,0
4259,Springfield,0,100,4,South,fynota,Consumer,chocolates,Same Day,1729,21,01-02-2020,22153,Virginia,01-02-2020,21,0
4260,Chattanooga,0.2,132.224,4,South,qexty,Corporate,shorts,Standard Class,5810,-18.1808,01-02-2020,37421,Tennessee,01-02-2020,-13.75,0.15125847
4261,San Diego,0.2,159.968,4,West,fynota,Consumer,colddrinks,Standard Class,8145,-31.9936,01-02-2020,92037,California,01-02-2020,-20,0.125025005
4262,San Diego,0.2,557.728,4,West,qexty,Consumer,hoodies,Standard Class,8144,6.9716,01-02-2020,92037,California,01-02-2020,1.25,0.035859774
4263,San Diego,0,186.54,3,West,kariox,Consumer,laptop,Standard Class,8143,50.3658,01-02-2020,92037,California,01-02-2020,27,0
4264,San Diego,0,14.73,3,West,kariox,Consumer,tablet,Standard Class,8142,7.2177,01-02-2020,92037,California,01-02-2020,49,0
4265,Smyrna,0,342.37,7,South,kariox,Home Office,phone,Same Day,1393,160.9139,01-02-2020,30080,Georgia,01-02-2020,47,0
4266,Lancaster,0.2,30.352,2,East,kariox,Consumer,phone,First Class,2696,10.6232,01-02-2020,43130,Ohio,01-02-2020,35,0.658935161
4267,Jackson,0,319.76,14,South,kariox,Home Office,phone,Standard Class,9169,147.0896,01-03-2020,39212,Mississippi,01-03-2020,46,0
4268,Jackson,0,45.68,2,South,kariox,Home Office,phone,Standard Class,9170,21.0128,01-03-2020,39212,Mississippi,01-03-2020,46,0
4269,Bryan,0.3,528.43,5,Central,qexty,Corporate,tshirts,Standard Class,9920,-143.431,01-03-2020,77803,Texas,01-03-2020,-27.14285714,0.056771947
4270,Bryan,0.8,22.386,7,Central,kariox,Corporate,headset,Standard Class,9921,-35.8176,01-03-2020,77803,Texas,01-03-2020,-160,3.57366211
4271,Malden,0,39.68,2,East,kariox,Consumer,television,Standard Class,2394,10.3168,01-03-2020,2148,Massachusetts,01-03-2020,26,0
4272,Newark,0,129.98,2,East,fynota,Consumer,colddrinks,Same Day,3737,62.3904,01-03-2020,19711,Delaware,01-03-2020,48,0
4273,Newark,0,32.54,2,East,kariox,Consumer,headset,Same Day,3738,15.9446,01-03-2020,19711,Delaware,01-03-2020,49,0
4274,Nashville,0.7,31.086,3,South,kariox,Corporate,headset,Standard Class,9177,-20.724,01-03-2020,37211,Tennessee,01-03-2020,-66.66666667,2.251817538
4275,Columbia,0,901.95,3,East,kariox,Consumer,battery,Same Day,4401,297.6435,01-03-2020,21044,Maryland,01-03-2020,33,0
4276,Columbia,0,971.5,5,East,qexty,Consumer,shorts,Same Day,4402,252.59,01-03-2020,21044,Maryland,01-03-2020,26,0
4277,San Francisco,0.2,84.784,2,West,fynota,Consumer,colddrinks,Second Class,8382,-20.1362,01-03-2020,94109,California,01-03-2020,-23.75,0.235893565
4278,Memphis,0.4,189.882,3,South,qexty,Consumer,hoodies,Second Class,495,-94.941,01-03-2020,38109,Tennessee,01-03-2020,-50,0.210657145
4279,Columbia,0.2,871.8,3,South,kariox,Consumer,battery,Second Class,6474,87.18,01-03-2020,38401,Tennessee,01-03-2020,10,0.022941042
4280,Littleton,0.7,72.294,1,West,qexty,Consumer,pants,Second Class,2226,-98.8018,01-03-2020,80122,Colorado,01-03-2020,-136.6666667,0.968268459
4281,Oceanside,0,14.98,1,East,qexty,Consumer,shorts,Second Class,2853,6.8908,01-03-2020,11572,New York,01-03-2020,46,0
4282,Oceanside,0,20.32,4,East,qexty,Consumer,shorts,Second Class,2854,6.9088,01-03-2020,11572,New York,01-03-2020,34,0
4283,Columbia,0,199.9,5,East,kariox,Consumer,watch,Same Day,4400,89.955,01-03-2020,21044,Maryland,01-03-2020,45,0
4284,San Francisco,0.2,1352.032,4,West,qexty,Corporate,tshirts,First Class,7649,84.502,01-03-2020,94110,California,01-03-2020,6.25,0.014792549
4285,Columbus,0.2,21.88,5,East,qexty,Consumer,shorts,Standard Class,1693,6.2905,01-03-2020,43229,Ohio,01-03-2020,28.75,0.914076782
4286,Philadelphia,0.2,83.976,3,East,fynota,Home Office,chocolates,Standard Class,1615,-13.6461,01-03-2020,19143,Pennsylvania,01-03-2020,-16.25,0.238163285
4287,Salem,0.2,84.784,2,West,fynota,Consumer,colddrinks,Standard Class,589,-20.1362,01-03-2020,97301,Oregon,01-03-2020,-23.75,0.235893565
4288,Philadelphia,0.3,386.68,2,East,qexty,Corporate,tshirts,Second Class,7415,-5.524,01-03-2020,19134,Pennsylvania,01-03-2020,-1.428571429,0.077583532
4289,Philadelphia,0.2,379.96,5,East,fynota,Corporate,chocolates,Second Class,7416,47.495,01-03-2020,19134,Pennsylvania,01-03-2020,12.5,0.05263712
4290,Philadelphia,0.4,539.91,3,East,fynota,Corporate,colddrinks,Second Class,7417,-116.9805,01-03-2020,19134,Pennsylvania,01-03-2020,-21.66666667,0.074086422
4291,Philadelphia,0.2,41.24,5,East,kariox,Corporate,phone,Second Class,7418,13.9185,01-03-2020,19134,Pennsylvania,01-03-2020,33.75,0.484966052
4292,Philadelphia,0.7,51.897,1,East,kariox,Corporate,headset,Second Class,7419,-41.5176,01-03-2020,19134,Pennsylvania,01-03-2020,-80,1.348825558
4293,Philadelphia,0.2,552.56,5,East,kariox,Corporate,laptop,Second Class,7420,-138.14,01-03-2020,19134,Pennsylvania,01-03-2020,-25,0.036195164
4294,Philadelphia,0.7,23.16,5,East,kariox,Corporate,headset,Second Class,7421,-15.44,01-03-2020,19134,Pennsylvania,01-03-2020,-66.66666667,3.022452504
4295,Philadelphia,0.2,126.08,2,East,kariox,Corporate,laptop,Second Class,7422,-28.368,01-03-2020,19134,Pennsylvania,01-03-2020,-22.5,0.158629442
4296,Philadelphia,0.7,449.1,3,East,fynota,Corporate,sweets,Second Class,7423,-643.71,01-03-2020,19134,Pennsylvania,01-03-2020,-143.3333333,0.15586729
4297,Riverside,0.2,51.184,7,West,kariox,Home Office,headset,Standard Class,9343,19.194,01-03-2020,92503,California,01-03-2020,37.5,0.390747108
4298,Harlingen,0.32,241.332,5,Central,qexty,Consumer,pants,First Class,3929,-14.196,01-03-2020,78550,Texas,01-03-2020,-5.882352941,0.132597418
4299,Harlingen,0.2,5.184,1,Central,kariox,Consumer,phone,First Class,3930,1.8792,01-03-2020,78550,Texas,01-03-2020,36.25,3.858024691
4300,Harlingen,0.2,145.544,7,Central,kariox,Consumer,television,First Class,3931,16.3737,01-03-2020,78550,Texas,01-03-2020,11.25,0.137415489
4301,Seattle,0.2,196.784,2,West,qexty,Corporate,tshirts,First Class,4259,-22.1382,01-03-2020,98103,Washington,01-03-2020,-11.25,0.101634279
4302,Redwood City,0.2,41.904,6,West,kariox,Corporate,headset,Standard Class,6116,14.1426,01-03-2020,94061,California,01-03-2020,33.75,0.477281405
4303,Green Bay,0,16.74,2,Central,qexty,Corporate,shorts,Standard Class,8934,4.3524,01-03-2020,54302,Wisconsin,01-03-2020,26,0
4304,San Francisco,0.2,4.544,2,West,kariox,Corporate,headset,First Class,7648,1.6472,01-03-2020,94110,California,01-03-2020,36.25,4.401408451
4305,Salem,0.2,20.736,4,West,kariox,Consumer,phone,Standard Class,590,7.2576,01-03-2020,97301,Oregon,01-03-2020,35,0.964506173
4306,Jacksonville,0.2,67.64,5,South,kariox,Consumer,laptop,First Class,3159,5.9185,01-03-2020,28540,North Carolina,01-03-2020,8.75,0.295683028
4307,Salem,0.2,10.368,2,West,kariox,Consumer,phone,Standard Class,592,3.6288,01-03-2020,97301,Oregon,01-03-2020,35,1.929012346
4308,Columbus,0,39.92,4,South,qexty,Corporate,shorts,Standard Class,8546,11.1776,01-04-2020,31907,Georgia,01-03-2020,28,0
4309,Columbus,0,32.54,2,South,kariox,Corporate,headset,Standard Class,8547,15.9446,01-04-2020,31907,Georgia,01-03-2020,49,0
4310,Arlington,0,31.4,2,South,kariox,Corporate,laptop,First Class,1352,7.85,01-04-2020,22204,Virginia,01-03-2020,25,0
4311,Los Angeles,0,87.92,4,West,kariox,Consumer,laptop,Second Class,7158,0.8792,01-04-2020,90032,California,01-03-2020,1,0
4312,Los Angeles,0,5.98,1,West,kariox,Consumer,phone,Second Class,7159,2.9302,01-04-2020,90032,California,01-03-2020,49,0
4313,Chicago,0.2,45.528,3,Central,kariox,Home Office,phone,Second Class,3551,15.9348,01-04-2020,60653,Illinois,01-03-2020,35,0.439290107
4314,Chicago,0.3,844.116,6,Central,qexty,Home Office,tshirts,Second Class,3552,-36.1764,01-04-2020,60653,Illinois,01-03-2020,-4.285714286,0.035540139
4315,Columbus,0,20.24,1,South,qexty,Corporate,shorts,Standard Class,8545,8.7032,01-04-2020,31907,Georgia,01-03-2020,43,0
4316,Chicago,0.2,812.736,8,Central,fynota,Home Office,colddrinks,Second Class,3553,60.9552,01-04-2020,60653,Illinois,01-03-2020,7.5,0.024608237
4317,New York City,0.2,29.8,5,East,kariox,Consumer,headset,Standard Class,3974,9.3125,01-04-2020,10009,New York,01-03-2020,31.25,0.67114094
4318,New York City,0,414,8,East,qexty,Consumer,shorts,Standard Class,3975,124.2,01-04-2020,10009,New York,01-03-2020,30,0
4319,New York City,0.2,41.328,7,East,kariox,Consumer,headset,Standard Class,3976,14.9814,01-04-2020,10009,New York,01-03-2020,36.25,0.483933411
4320,Springfield,0.5,299.975,5,East,qexty,Consumer,pants,Standard Class,6382,-167.986,01-04-2020,45503,Ohio,01-03-2020,-56,0.166680557
4321,Norwich,0,11.34,1,East,kariox,Corporate,phone,First Class,1328,5.5566,01-04-2020,6360,Connecticut,01-03-2020,49,0
4322,Springfield,0.4,158.376,4,East,fynota,Consumer,colddrinks,Standard Class,6383,-36.9544,01-04-2020,45503,Ohio,01-03-2020,-23.33333333,0.25256352
4323,San Francisco,0,4912.59,3,West,kariox,Corporate,charger,Second Class,5885,196.5036,01-03-2020,94109,California,01-03-2020,4,0
4324,New York City,0,13.48,2,East,kariox,Consumer,phone,Standard Class,3973,6.74,01-04-2020,10009,New York,01-03-2020,50,0
4325,Pocatello,0.2,17.04,3,West,kariox,Consumer,headset,Second Class,9019,5.538,01-03-2020,83201,Idaho,01-03-2020,32.5,1.17370892
4326,Pocatello,0,17.64,3,West,kariox,Consumer,phone,Second Class,9018,8.6436,01-03-2020,83201,Idaho,01-03-2020,49,0
4327,Jacksonville,0.2,119.976,3,South,fynota,Consumer,chocolates,First Class,3160,-17.9964,01-03-2020,28540,North Carolina,01-03-2020,-15,0.166700007
4328,Evanston,0.2,11.992,1,Central,fynota,Consumer,colddrinks,Second Class,749,0.8994,01-03-2020,60201,Illinois,01-03-2020,7.5,1.667778519
4329,Saint Peters,0,697.16,4,Central,qexty,Home Office,hoodies,Standard Class,1041,146.4036,01-03-2020,63376,Missouri,01-03-2020,21,0
4330,Gulfport,0,86.45,7,South,qexty,Corporate,shorts,Second Class,3312,38.038,01-03-2020,39503,Mississippi,01-03-2020,44,0
4331,Chicago,0.8,3.168,2,Central,kariox,Consumer,headset,Standard Class,3172,-4.752,01-03-2020,60623,Illinois,01-03-2020,-150,25.25252525
4332,Chicago,0.3,528.43,5,Central,qexty,Consumer,tshirts,Standard Class,3173,0,01-03-2020,60623,Illinois,01-03-2020,0,0.056771947
4333,Chicago,0.2,13.392,3,Central,kariox,Consumer,television,Standard Class,3174,1.5066,01-03-2020,60623,Illinois,01-03-2020,11.25,1.493428913
4334,Houston,0.3,99.372,2,Central,qexty,Corporate,hoodies,Standard Class,3766,-1.4196,01-03-2020,77036,Texas,01-03-2020,-1.428571429,0.301895906
4335,Houston,0.2,1.344,1,Central,kariox,Corporate,television,Standard Class,3767,0.504,01-03-2020,77036,Texas,01-03-2020,37.5,14.88095238
4336,North Las Vegas,0,58.58,2,West,fynota,Corporate,chocolates,First Class,1672,19.3314,01-03-2020,89031,Nevada,01-03-2020,33,0
4337,Seattle,0.2,167.888,7,West,qexty,Consumer,tshirts,Same Day,7695,14.6902,01-03-2020,98103,Washington,01-03-2020,8.75,0.119127037
4338,Gresham,0.2,403.168,4,West,fynota,Corporate,colddrinks,Standard Class,3030,25.198,01-03-2020,97030,Oregon,01-03-2020,6.25,0.049607112
4339,Richmond,0,22.48,1,Central,kariox,Corporate,phone,First Class,4229,10.3408,01-03-2020,47374,Indiana,01-03-2020,46,0
4340,Cleveland,0.5,301.47,3,East,qexty,Consumer,pants,Second Class,9130,-241.176,01-03-2020,44105,Ohio,01-03-2020,-80,0.165853982
4341,Cleveland,0.2,18.656,2,East,kariox,Consumer,television,Second Class,9131,1.6324,01-03-2020,44105,Ohio,01-03-2020,8.75,1.072041166
4342,Norman,0,1287.45,5,Central,fynota,Consumer,chocolates,Same Day,3371,244.6155,01-03-2020,73071,Oklahoma,01-03-2020,19,0
4343,New York City,0,59.52,3,East,kariox,Corporate,television,Second Class,7931,17.856,01-03-2020,10024,New York,01-03-2020,30,0
4344,New York City,0,459.95,5,East,kariox,Corporate,laptop,Standard Class,664,18.398,01-03-2020,10011,New York,01-03-2020,4,0
4345,Salem,0.7,16.821,3,West,kariox,Consumer,headset,Standard Class,591,-12.8961,01-03-2020,97301,Oregon,01-03-2020,-76.66666667,4.161464836
4346,San Francisco,0,28.28,2,West,qexty,Corporate,shorts,Second Class,5884,7.3528,01-03-2020,94109,California,01-03-2020,26,0
4347,Yonkers,0.4,836.592,8,East,qexty,Consumer,hoodies,Standard Class,1083,-264.9208,01-03-2020,10701,New York,01-03-2020,-31.66666667,0.047813032
4348,Waynesboro,0,160.32,2,South,kariox,Home Office,battery,Standard Class,2365,44.8896,01-03-2020,22980,Virginia,01-03-2020,28,0
4349,Miami,0.2,10.08,4,South,kariox,Corporate,tablet,Second Class,3265,3.528,01-03-2020,33180,Florida,01-03-2020,35,1.984126984
4350,Mishawaka,0,128.4,3,Central,kariox,Consumer,headset,Standard Class,4215,64.2,01-03-2020,46544,Indiana,01-03-2020,50,0
4351,Dover,0,159.98,2,East,fynota,Corporate,chocolates,Standard Class,9750,57.5928,01-03-2020,3820,New Hampshire,01-03-2020,36,0
4352,Dallas,0.2,149.352,3,Central,kariox,Corporate,watch,Standard Class,919,50.4063,01-03-2020,75220,Texas,01-03-2020,33.75,0.133911832
4353,Dallas,0.2,12.992,1,Central,kariox,Corporate,laptop,Standard Class,920,-0.812,01-03-2020,75220,Texas,01-03-2020,-6.25,1.539408867
4354,Philadelphia,0.4,431.94,2,East,fynota,Home Office,colddrinks,Standard Class,8443,-71.99,01-03-2020,19120,Pennsylvania,01-03-2020,-16.66666667,0.092605454
4355,Philadelphia,0.7,2.043,1,East,kariox,Home Office,headset,Standard Class,8444,-1.4982,01-03-2020,19120,Pennsylvania,01-03-2020,-73.33333333,34.26333823
4356,San Diego,0,16.99,1,West,kariox,Home Office,television,Standard Class,2607,4.9271,01-03-2020,92024,California,01-03-2020,29,0
4357,Philadelphia,0.4,68.238,3,East,fynota,Home Office,colddrinks,Standard Class,8445,-12.5103,01-03-2020,19120,Pennsylvania,01-03-2020,-18.33333333,0.586183651
4358,Chicago,0.8,1.728,4,Central,kariox,Consumer,headset,Standard Class,8983,-2.7648,01-03-2020,60623,Illinois,01-03-2020,-160,46.2962963
4359,Chicago,0.6,159.04,5,Central,qexty,Consumer,shorts,Standard Class,8984,-194.824,01-03-2020,60623,Illinois,01-03-2020,-122.5,0.377263581
4360,Chicago,0.5,145.98,2,Central,qexty,Consumer,hoodies,Standard Class,8985,-99.2664,01-03-2020,60623,Illinois,01-03-2020,-68,0.342512673
4361,Fort Worth,0.2,21.072,3,Central,fynota,Corporate,colddrinks,Standard Class,839,1.5804,01-03-2020,76106,Texas,01-03-2020,7.5,0.949126803
4362,Miami,0.2,1363.96,5,South,fynota,Consumer,colddrinks,Standard Class,1047,85.2475,01-03-2020,33142,Florida,01-03-2020,6.25,0.014663187
4363,Miami,0.2,102.36,3,South,qexty,Consumer,shorts,Standard Class,1048,-3.8385,01-03-2020,33142,Florida,01-03-2020,-3.75,0.195388824
4364,Glendale,0.7,9.702,3,West,kariox,Consumer,headset,Same Day,1705,-7.1148,01-03-2020,85301,Arizona,01-03-2020,-73.33333333,7.215007215
4365,Chicago,0.8,2.334,3,Central,kariox,Consumer,battery,Standard Class,8982,-6.3018,01-03-2020,60623,Illinois,01-03-2020,-270,34.27592117
4366,Round Rock,0.2,41.72,7,Central,fynota,Consumer,chocolates,Standard Class,5202,5.7365,01-03-2020,78664,Texas,01-03-2020,13.75,0.479386385
4367,Round Rock,0.2,2.304,1,Central,kariox,Consumer,lighting,Standard Class,5200,0.7776,01-03-2020,78664,Texas,01-03-2020,33.75,8.680555556
4368,Round Rock,0.2,3930.072,3,Central,kariox,Consumer,charger,Standard Class,5199,-786.0144,01-03-2020,78664,Texas,01-03-2020,-20,0.005088965
4369,Waynesboro,0,46,4,South,kariox,Home Office,headset,Standard Class,2366,20.7,01-03-2020,22980,Virginia,01-03-2020,45,0
4370,Newark,0.2,111.104,7,East,kariox,Consumer,television,Standard Class,3758,8.3328,01-03-2020,43055,Ohio,01-03-2020,7.5,0.180011521
4371,Yonkers,0,26.38,1,East,kariox,Consumer,phone,Standard Class,1084,12.1348,01-03-2020,10701,New York,01-03-2020,46,0
4372,Yonkers,0,362.92,2,East,kariox,Consumer,laptop,Standard Class,1085,105.2468,01-03-2020,10701,New York,01-03-2020,29,0
4373,Yonkers,0,4899.93,7,East,fynota,Consumer,sweets,Standard Class,1086,2400.9657,01-03-2020,10701,New York,01-03-2020,49,0
4374,Denver,0.2,159.984,2,West,fynota,Corporate,colddrinks,Standard Class,3953,13.9986,01-03-2020,80219,Colorado,01-03-2020,8.75,0.125012501
4375,Newark,0,447.86,7,East,kariox,Consumer,headset,Standard Class,3091,219.4514,01-03-2020,19711,Delaware,01-03-2020,49,0
4376,Newark,0,479.95,5,East,fynota,Consumer,colddrinks,Standard Class,3092,129.5865,01-03-2020,19711,Delaware,01-03-2020,27,0
4377,Newark,0,166.44,3,East,kariox,Consumer,phone,Standard Class,3093,79.8912,01-03-2020,19711,Delaware,01-03-2020,48,0
4378,Odessa,0.2,42.784,7,Central,kariox,Corporate,phone,First Class,3756,15.5092,01-03-2020,79762,Texas,01-03-2020,36.25,0.467464473
4379,Odessa,0.3,563.43,5,Central,qexty,Corporate,tshirts,First Class,3757,-56.343,01-03-2020,79762,Texas,01-03-2020,-10,0.053245301
4380,Bloomington,0,134.85,3,Central,fynota,Consumer,colddrinks,Second Class,3887,37.758,01-03-2020,47401,Indiana,01-03-2020,28,0
4381,San Antonio,0.3,637.896,3,Central,qexty,Consumer,hoodies,Standard Class,4003,-127.5792,01-03-2020,78207,Texas,01-03-2020,-20,0.04702961
4382,San Antonio,0.4,287.91,3,Central,fynota,Consumer,sweets,Standard Class,4004,33.5895,01-03-2020,78207,Texas,01-03-2020,11.66666667,0.138932305
4383,San Antonio,0.2,36.6,3,Central,kariox,Consumer,watch,Standard Class,4005,11.895,01-03-2020,78207,Texas,01-03-2020,32.5,0.546448087
4384,San Francisco,0,25.35,3,West,kariox,Corporate,charger,Same Day,4748,7.605,01-03-2020,94110,California,01-03-2020,30,0
4385,San Francisco,0,35.28,3,West,qexty,Corporate,shorts,Same Day,4749,11.9952,01-03-2020,94110,California,01-03-2020,34,0
4386,Philadelphia,0.4,108.576,4,East,fynota,Consumer,colddrinks,Standard Class,6417,-25.3344,01-03-2020,19120,Pennsylvania,01-03-2020,-23.33333333,0.368405541
4387,Philadelphia,0.2,5.984,2,East,kariox,Consumer,lighting,Standard Class,6418,-1.3464,01-03-2020,19120,Pennsylvania,01-03-2020,-22.5,3.342245989
4388,Round Rock,0.2,431.976,3,Central,fynota,Consumer,colddrinks,Standard Class,5201,32.3982,01-03-2020,78664,Texas,01-03-2020,7.5,0.046298868
4389,New York City,0,12.96,2,East,kariox,Consumer,phone,Standard Class,7235,6.3504,01-03-2020,10011,New York,01-03-2020,49,0
4390,Vineland,0.3,244.006,2,East,qexty,Consumer,hoodies,Standard Class,1462,-31.3722,01-03-2020,8360,New Jersey,01-03-2020,-12.85714286,0.122947796
4391,Columbus,0,76.92,4,South,qexty,Home Office,shorts,Standard Class,2759,31.5372,01-03-2020,31907,Georgia,01-03-2020,41,0
4392,Columbus,0,481.32,4,South,kariox,Home Office,laptop,Standard Class,2760,125.1432,01-03-2020,31907,Georgia,01-03-2020,26,0
4393,Philadelphia,0.2,30.336,4,East,qexty,Home Office,shorts,Same Day,9698,9.48,01-03-2020,19140,Pennsylvania,01-03-2020,31.25,0.6592827
4394,Monroe,0,12.96,2,South,kariox,Corporate,phone,Standard Class,804,6.2208,01-03-2020,71203,Louisiana,01-03-2020,48,0
4395,New York City,0,29.34,3,East,kariox,Consumer,watch,Second Class,3607,13.4964,01-03-2020,10024,New York,01-03-2020,46,0
